Journal Name,ISSN,ISSN Online,Start year,www,ABDC FoR code,ABDC Ranking
Science and Society: a journal of marxist thought and analysis,0036-8237,1943-2801,1936.0,http://www.proquest.co.uk/en-UK/,1402,B
Science Communication,1075-5470,1552-8545,1979.0,http://scx.sagepub.com/,1503,A
"Science, Technology and Human Values",0162-2439,1552-8251,1972.0,http://sth.sagepub.com/,1503,A
"Scientometrics: an international journal for all quantitative aspects of the science of science, communication in science and science policy",0138-9130,1588-2861,1978.0,http://www.springerlink.com/,1503,A
Scottish Journal of Political Economy,0036-9292,1467-9485,1954.0,http://www3.interscience.wiley.com/,1402,A
Security Dialogue,0967-0106,1460-3640,1970.0,http://sdi.sagepub.com/,1503,A
Security Studies,0963-6412,1556-1852,1991.0,http://www.informaworld.com/,1503,B
Selection and Development Review,0963-2638,,1984.0,,1503,C
Seoul Journal of Business,1226-9816,,1995.0,http://cba.snu.ac.kr:8099/sjb/main.htm,1503,C
Service Industries Journal,0264-2069,1743-9507,1981.0,http://www.ebscohost.com/,1403,B
Services Marketing Quarterly,1533-2969,1533-2977,1985.0,http://www.informaworld.com/,1505,B
"Shidler Journal of Law, Commerce  Technology",1547-0695,,2004.0,http://www.lctjournal.washington.edu/,180105,C
SIAM Journal of Control and Optimization,0363- 0129,1095-7138,1962.0,http://siamdl.aip.org/,1403,A*
SIAM Journal on Applied Mathematics,0036-1399,1095-712X,1953.0,http://www.siam.org/journals/siap.php,1502,A
SIAM Journal on Financial Mathematics,,1945-497X,2010.0,http://www.siam.org/,1502,C
SIAM Journal on Matrix Analysis and Applications,0895-4798,1095-7162,1980.0,http://epubs.siam.org/,1403,A
SIAM Journal on Numerical Analysis,0036-1429,1095-7170,1964.0,http://epubs.siam.org,1403,A*
"SIAM Journal on Optimization
(Society for Industrial and Applied
Mathematics)",1052-6234,1095-7189,1991.0,http://epubs.siam.org/,1403,A*
Singapore Academy of Law Journal,0218-2009,,1989.0,http://search.informit.com.au/,180105,C
Singapore Economic Review,0217-5908,1793-6837,1956.0,http://www.worldscinet.com/ser/,1402,B
Singapore Journal of Legal Studies,0218-2173,,1959.0,http://www.heinonline.org/,180105,A
Singapore Management Review,0129-5977,,1979.0,,1503,C
Singapore Year Book of International Law,1793-0448,,1997.0,http://www.proquest.co.uk/en-UK/,180105,C
Small Business Economics: an entrepreneurship journal,0921-898X,1573-0913,1989.0,http://springerlink.metapress.com/,1503,A
Small Enterprise Research: The Journal of SEAANZ,1321-5906,,2006.0,,1503,C
"Small Group Research: an international journal of theory, investigation and application",1046-4964,1552-8278,1970.0,http://www.sagepub.com/,1503,B
Small-Scale Forestry,1873-7617,1873-7854,2002.0,http://www.springerlink.com/,1402,C
SMART Journal of Business Management Studies,0973-1598,,2005.0,,1503,C
Social and Economic Studies,0037-7651,,1953.0,http://www.proquest.co.uk/en-UK/,1402,C
Social Choice and Welfare,0176-1714,1432-217X,1984.0,http://www.springerlink.com/,1402,A
Social Enterprise Journal,1750-8614,1750-8533,2005.0,http://www.emeraldinsight.com/,1503,C
Social Marketing Quarterly,1524-5004,1539-4093,1994.0,http://www.informaworld.com/,1505,C
Social Policy and Administration: an international journal of policy and research,0144-5596,1467-9515,1967.0,http://www.wiley.com/,1503,A
Social Policy Journal of New Zealand: te puna whakaaro,1172-4382,1177-9837,1993.0,http://www.ebscohost.com/,1503,C
Social Research: an international quarterly of the social sciences,0037-783X,1944-768X,1934.0,http://www.ebscohost.com/,1503,C
Social Responsibility Journal,1747-1117,,2004.0,http://www.emeraldinsight.com/,1503,B
Social Science Information: information sur les sciences sociales,0539-0184,1461-7412,1954.0,http://ssi.sagepub.com/,1503,C
Social Science Japan Journal,1369-1465,1468-2680,1953.0,http://ssjj.oxfordjournals.org/,1402,C
Social Science Quarterly,0038-4941,1540-6237,1920.0,http://www.ebscohost.com/,1503,B
Social Service Review,0037-7961,1537-5404,1927.0,http://www.journals.uchicago.edu/toc/ssr/current,1402,B
Society and Business Review,1746-5680,1746-5699,2006.0,http://www.emeraldinsight.com/,1503,B
Society and Economy,1588-9726,1588-970X,1979.0,http://www.swetswise.com/,1402,C
Socio-analysis : the journal of the Australian Institute of Socio-Analysis,1442-4444,,,http://search.informit.com.au/,1503,B
Socio-Economic History,0038-0113,,1931.0,,1402,B
Socio-Economic Review,1475-1461,1475-147X,2003.0,http://ser.oxfordjournals.org/,1402,C
Sociological Inquiry,0038-0245,1475-682X,1930.0,http://www3.interscience.wiley.com/,1503,A
Sociological Methodology,0081-1750,1467-9531,1969.0,http://www3.interscience.wiley.com/,1503,A
Sociological Methods and Research,0049-1241,1552-8294,1972.0,http://smr.sagepub.com/,1503,A
Sociological Theory,0736-2751,,,http://www.ingentaconnect.com/,1503,A
Sociologie du Travail,0038-0296,1777-5701,1959.0,http://www.sciencedirect.com/,1503,B
Sociology,0038-0385,1469-8684,1967.0,http://soc.sagepub.com/,1503,A
Sociology of Sport Journal,0741-1235,1543-2785,1984.0,http://hk.humankinetics.com/,1504,A
South African Actuarial Journal,1680-2179,,2001.0,http://journalseek.net/,1503,C
South African Journal of Business Management,0378-9098,,1970.0,http://www.ebscohost.com/,1503,C
South African Journal of Economic and Management Sciences,1015-8812,,1988.0,http://www.journals.co.za/ej/ejour_ecoman.html,1402,C
South African Journal of Economic History,1011-3436,,1982.0,,1402,C
South African Journal of Economics,0038-2280,1813-6982,1933.0,http://www3.interscience.wiley.com/,1402,B
South African Statistical Journal,0038-271X,1996-8450,1967.0,http://www.ebscohost.com/,1502,B
South Asia Economic Journal,1391-5614,1940-1566,2000.0,http://sae.sagepub.com/,1402,C
South Asian Journal of Management,0971-5428,,1994.0,,1503,C
South Carolina Journal of International Law and Business,1936-4334,,2006.0,http://heinonline.org/,180105,C
Southern African Journal of Environmental Education,0256-7504,,,,1402,C
Southern Business and Economic Journal,0743-779X,,1977.0,,1402,C
Southern Business Review,0884-1373,,1975.0,,1503,C
Southern Economic Journal,0038-4038,,1933.0,http://www.proquest.co.uk/en-UK/,1402,A
Spanish Economic Review,1435-5469,1435-5477,1971.0,http://www.springerlink.com/,1402,B
Sport in Society,1743-0437,1743-0445,1998.0,http://www.informaworld.com/,1504,C
Sport Management Review,1441-3523,,1998.0,http://www.sciencedirect.com/,1504,A
Sport Marketing Quarterly,1061-6934,1557-2528,1992.0,http://www.ebscohost.com/,1504,B
Sport Psychologist,0888-4781,1543-2793,1987.0,http://hk.humankinetics.com/,1504,C
"Sport, Education and Society",1357-3322,1470-1243,1996.0,http://www.informaworld.com/,1504,C
Sporting Traditions,0813-2577,,1984.0,http://www.la84foundation.org/,1504,C
Sri Lanka Economic Journal,1391-5894,,1986.0,,1402,C
Sri Lankan Journal of Agricultural Economics,1391-7358,,1993.0,http://www.slageconr.net/sjae/sjaeback.html,1402,C
Stanford Journal of International Law,0731-5082,,1966.0,http://www.heinonline.org/,180105,A
"Stanford Journal of Law, Business and Finance",1078-8794,,1994.0,http://www.heinonline.org/,180105,A
Statistica Neerlandica,0039-0402,1467-9574,1946.0,http://www3.interscience.wiley.com/,1403,A
Statistica Sinica,1017-0405,,1991.0,http://www3.stat.sinica.edu.tw/statistica/,1403,A
Statistical Inference for Stochastic Processes: an international journal devoted to time series analysis and the statistics of continuous time processes and dynamical systems,1387-0874,1572-9311,1998.0,http://www.springerlink.com/,1403,C
Statistical Journal of the IAOS,1874-7655,1875-9254,1982.0,http://www.swetswise.com/,1403,C
Statistical Methodology,1572-3127,,2004.0,http://www.sciencedirect.com/,1403,C
Statistical Methods and Applications,1618-2510,1613-981X,1992.0,http://www.springerlink.com/,1403,C
Statistical Methods In Medical Research,0962-2802,1477-0334,1992.0,http://smm.sagepub.com/,1403,B
Statistical Modelling: an international journal,1471-082X,1477-0342,2001.0,http://smj.sagepub.com/,1403,B
Statistical Papers,0932-5026,1613-9798,1960.0,http://www.springerlink.com/,1403,B
Statistical Science: a review journal,0883-4237,,1986.0,http://projecteuclid.org/,1403,A
Statistics and Decisions: an international mathematical journal for stochastic methods and models,0721-2631,,1982.0,http://www.oldenbourg-wissenschaftsverlag.de/,1403,C
Statistics and Probability Letters,0167-7152,,1983.0,http://www.sciencedirect.com/,1403,B
Statistics Education Research Journal,1570-1824,,2002.0,http://www.stat.auckland.ac.nz/,1403,B
Statistics in Medicine,0277-6715,1097-0258,1982.0,http://www3.interscience.wiley.com/,1403,A
Statistics: a journal of theoretical and applied statistics,0233-1888,1029-4910,1970.0,http://www.informaworld.com/,1403,B
Statute Law Review,0144-3593,1464-3863,1980.0,http://slr.oxfordjournals.org/,180105,A
Stochastic Analysis and Applications,0736-2994,1532-9356,1983.0,http://www.informaworld.com/,1403,B
Stochastic Environmental Research and Risk Assessment,1436-3240,1436-3259,1987.0,http://www.springerlink.com/,1403,B
Stochastic Models,1532-6349,1532-4214,1985.0,http://www.informaworld.com/,1403,B
Stochastic Processes and their Applications,0304-4149,,1973.0,http://www.sciencedirect.com/,1403,A
Stochastics: an international journal of probablitiy and stochastic processes,1744-2508,1744-2516,1973.0,http://www.informaworld.com/,1403,C
Strategic Direction,0258-0543,1758-8588,1984.0,http://www.emeraldinsight.com/,1503,C
Strategic Entrepreneurship Journal,1932-4391,1932-443X,2007.0,http://interscience.wiley.com/,1503,C
Strategic Management Journal,0143-2095,1097-0266,1979.0,http://www3.interscience.wiley.com/,1503,A*
Strategic Organization,1476-1270,1741-315X,2003.0,http://soq.sagepub.com/,1503,A
Strategic Outsourcing: an international journal,1753-8297,1753-8300,2008.0,http://www.emeraldinsight.com/,806,C
Strategy and Leadership,1087-8572,1758-9568,1972.0,http://info.emeraldinsight.com/,1503,C
Stress and Health,1532-3005,1532-2998,1985.0,http://www3.interscience.wiley.com/,1503,A
Structural Change and Economic Dynamics,0954-349X,1873-6017,1989.0,http://www.sciencedirect.com/,1402,B
Structural Equation Modelling,1070-5511,1532-8007,1994.0,http://www.tandf.co.uk/,1503,A
Studi Economici e Sociali: rivista di vita economica,0391-8750,,1966.0,,1402,C
Studies in Comparative International Development,0039-3606,1936-6167,1964.0,http://www.springerlink.com/,1499,A
Studies in Economics and Finance,1086-7376,1755-6791,1977.0,http://www.emeraldinsight.com/,1402,B
Studies in Family Planning,0039-3665,1728-4465,1963.0,http://www3.interscience.wiley.com/,1402,B
Studies in Higher Education,0307-5079,1470-174X,1976.0,http://www.informaworld.com/,1503,A
Studies in Nonlinear Dynamics and  Econometrics,1558-3708,1081-1826,1996.0,http://www.bepress.com/,1403,A
Studies in Political Economy: a socialist review,0707-8552,,1979.0,http://www.carleton.ca/spe/,1402,C
Suffolk University Law Review,0039-4696,,1967.0,http://www.heinonline.org/,180105,B
Supply Chain Management: An International Journal,1359-8546,1758-6852,1996.0,http://info.emeraldinsight.com/,1503,A
Survival,0039-6338,1468-2699,1959.0,http://www.informaworld.com/,1503,B
"Sustainability Accounting, Management and Policy Journal",2040-8021,,2010.0,http://www.emeraldinsight.com/,1501,C
Swedish Economic Policy Review,1400-1829,,1989.0,,1402,C
Syracuse Journal of International Law and Commerce,0093-0709,,1972.0,http://www.heinonline.org/,180105,C
System Dynamics Review,0883-7066,1099-1727,1975.0,http://www3.interscience.wiley.com/,1503,A
Systemic Practice and Action Research,1094-429X,1573-9295,1988.0,http://springerlink.metapress.com/,1503,B
Systems Research and Behavioral Science,1092-7026,1099-1743,1984.0,http://www3.interscience.wiley.com/,1503,A
Tarsadalom es Gazdasag,1588-9734,1589-021X,1994.0,http://www.akademiai.com/content/119729,1402,C
Tax Law Review,0040-0041,,1945.0,http://www.heinonline.org/,180125,A
Tax Notes,0270-5494,,1972.0,http://www.taxanalysts.com/,180125,C
Tax Notes International ,1048-3306,1528-767X,1979.0,http://www.taxanalysts.com/,180125,C
Tax policy journal : an annual summary of tax policy issues,1833-1726,,2005.0,,180125,C
Tax Specialist,1329-1203,,1997.0,http://www.taxinstitute.com.au/,180125,C
Taxation in Australia,0494-8343,,1963.0,http://www.taxinstitute.com.au/,180125,A
Teaching Business and Economics,1367-3289,,1949.0,http://www.ebea.org.uk/,1402,C
Teaching in Higher Education,1356-2517,1470-1294,1996.0,http://www.informaworld.com/,1503,C
Team Performance Management,1352-7592,1758-6860,1995.0,http://info.emeraldinsight.com/,1503,C
Technological Forecasting and Social Change,0040-1625,1873-5509,1969.0,http://www.elsevier.com/,1503,A
Technology Analysis and Strategic Management,0953-7325,1465-3990,1989.0,http://www.tandf.co.uk/,1503,B
Technology in Society,0160-791X,1879-3274,1979.0,http://www.sciencedirect.com/,806,C
Technometrics,0040-1706,1537-2723,1959.0,http://www.amstat.org/publications/tech.cfm,1503,A
Technovation,0166-4972,1879-2383,1981.0,http://www.elsevier.com/,1503,A
Telecommunications Policy,0308-5961,1879-3258,1976.0,http://www.sciencedirect.com/,1402,B
Telematics and Informatics,0736-5853,1879-324X,1984.0,http://www.sciencedirect.com/,806,C
Teoros: revue de recherche en tourisme,0712-8657,,1982.0,http://www.teoros.uqam.ca/,1506,C
Test,1133-0686,1863-8260,1950.0,http://www.springerlink.com/,1503,B
Texas International Law Journal,0163-7479,,1965.0,http://www.heinonline.org/,180105,A
The Academy of Management Annals,1941-6520,1941-6067,2007.0,http://publications.aomonline.org/,1503,C
The Academy of Management Perspectives,1558-9080,1943-4529,1987.0,http://journals.aomonline.org/amp/,1503,A
The Accounting Review,0001-4826,1558-7967,1926.0,http://aaapubs.aip.org/accr/,1501,A*
The Adam Smith Review,1743-5285,,2004.0,http://www.adamsmithreview.org/,1499,B
The African Journal of Information Systems,1936-0282,,2007.0,http://journals.sfu.ca/,806,C
The American Economic Review,0002-8282,0065-812X,1911.0,http://www.aeaweb.org/aer/index.php,1402,A*
The American Sociologist,0003-1232,1936-4784,1969.0,http://www.springerlink.com/,1503,B
"The Annals of Regional Science: international journal of urban, regional and environmental research and policy",0570-1864,1432-0592,1967.0,,1402,B
The Australian Economic Review,0004-9018,1467-8462,1968.0,http://www.wiley.com/,1402,B
The Australian Journal of Agricultural and Resource Economics,1364-985X,1467-8489,1997.0,http://www.wiley.com/,1402,A
The Baltic Journal of Road and Bridge Engineering,1822-427X,1822-4288,2006.0,http://journalseek.net/,1507,C
The BE Journal of Economic Analysis and Policy ,1935-1682,1555-0494,2001.0,http://www.bepress.com/,1401,A
The BE Journal of Macroeconomics,1935-1690,,2007.0,http://www.bepress.com/,1401,A
The BE Journal of Theoretical Economics: Advances,1935-1704,,2001.0,http://www.bepress.com/bejte/advances/,1401,A*
The BE Journal of Theoretical Economics: Contributions,1935-1704,,2001.0,http://www.bepress.com/bejte/contributions/,1401,A
The BE Journal of Theoretical Economics: Topics,1935-1704,,2001.0,http://www.bepress.com/bejte/topics/,1401,B
"The Brooklyn Journal of Corporate, Financial and Commercial Law",1934-2497,,2006.0,http://heinonline.org/,180105,C
The Business Lawyer,0007-6899,,1946.0,http://www.heinonline.org/,180105,A
"The Business Review, Cambridge",1553-5827,,2003.0,http://www.jaabc.com/brc.html,1503,C
The China Review: an interdisciplinary journal on greater China,1680-2012,1015-6607,1990.0,http://www.chineseupress.com/,1499,C
The Chinese Economy: translation and studies,1097-1475,1558-0954,1967.0,http://www.mesharpe.com/,1402,B
The Consortium Journal of Hospitality and Tourism,1535-0568,,2005.0,http://www.ebscohost.com/,1505,C
The Corporate Board,0746-8652,,1980.0,http://www.ebscohost.com/,180105,C
The Corporate Governance Law Review,1449-9029,,2005.0,http://heinonline.org/,180105,C
The Economic and Labour Relations Review,1035-3046,,1990.0,http://www.orgmanagement.unsw.edu.au,1402,B
The Economic History Review: a journal of economic and social history,0013-0117,1468-0289,1927.0,http://www.wiley.com/,1402,A*
The Economic Journal,0013-0133,1468-0297,1891.0,http://www.jstor.org/,1402,A*
The Economic Record,0013-0249,1475-4932,1925.0,http://www3.interscience.wiley.com/,1402,A
The Economics of Transition,0967-0750,1468-0351,1993.0,http://www3.interscience.wiley.com/,1402,A
The Electronic Journal of Information Systems in Developing Countries,1681-4835,,2000.0,http://www.ejisdc.org/ojs2/index.php/ejisdc,806,C
The European Accounting Review,0963-8180,1468-4497,1992.0,http://www.tandf.co.uk/,1501,A
The European Journal of Comparative Economics,,1824-2979,2004.0,http://eaces.liuc.it/,1402,C
